"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1819871776467489093","Sat Aug 03 23:03:37 +0000 2024","282","Dilema HUT RI Ke 79 🇮🇩 Tergadai oleh ambisi @jokowi Nama Ibukota-pun dirubah Bukan lagi Ibukota Indonesia Tapi Ibu Kota Nusantara....... https://t.co/4OTsJ6vIrX","1819871776467489093","https://pbs.twimg.com/ext_tw_video_thumb/1819871740841111552/pu/img/yPZ4XFcOsUsY71h7.jpg","","in","Indonesia","7","18","155","https://x.com/yaniarsim/status/1819871776467489093","929287558281830400","yaniarsim"
"1829165398539022649","Thu Aug 29 14:33:09 +0000 2024","29","DIMANA MANA.. RIBUT PILKADA SIBUK NYALON &amp; NGUSUNG BACA-GUB/BUP/WALKOT KENAPA DI IKN... GAK ADA YG RIBUT PILKADA GAK ADA YG SIBUK NYALON &amp; NGUSUNG BACA-GUB/BUP/WALKOT ⁉️ Katanya IKN itu IBU KOTA ⁉️ Aneh ‼️ #TangkapMulyono #TangkapAdiliMulyono #DaruratKekerasanAparat https://t.co/BgbpHO5xen","1829165398539022649","https://pbs.twimg.com/media/GWKAPHEa0AAqpQ1.jpg","","in","","0","3","14","https://x.com/Muslim_AntiPKI9/status/1829165398539022649","1604091267834474498","Muslim_AntiPKI9"
"1824244760846143673","Fri Aug 16 00:40:18 +0000 2024","207","Kereeenn bnget TAMAN KUSUMA BANGSA di IBU KOTA NUSANTARA Ibu kota Indonesia yg bner2 nusantara bnget dgn monumen2 penghargaan buat pahlawan bangsa Sudah tidak ada nuansa2 kolonial nya spt di jakarta https://t.co/C9nwYLyHGT","1824244760846143673","https://pbs.twimg.com/ext_tw_video_thumb/1824244449935024128/pu/img/R41NEpH8oklS6QAU.jpg","","in","Osaka-shi Kita-ku, Osaka","0","47","28","https://x.com/xquitavee/status/1824244760846143673","1604408934525464576","xquitavee"
"1820413127868969398","Mon Aug 05 10:54:45 +0000 2024","812","Permukaan daratan jakarta udh di bawah permukaan laut dan di pastikan lama2 tenggelam Untuk itu ibu kota di pindah ke IKN Yg otak nya maju hrus bangga dgn kerja yg di capai pemerintah skrg utk membangun ibu kota baru di IKN emx sudah di rencana kan oleh presiden2 sblm nya https://t.co/xZTAQfKD1H","1820413127868969398","https://pbs.twimg.com/ext_tw_video_thumb/1820413082780487680/pu/img/87S7KW5HYqxsX0F_.jpg","","in","Osaka-shi Kita-ku, Osaka","60","473","138","https://x.com/xquitavee/status/1820413127868969398","1604408934525464576","xquitavee"
"1825729969911378326","Tue Aug 20 03:01:59 +0000 2024","338","Indonesia's new capital Nusantara is taking the country into the new century! https://t.co/XsIPV3Esht","1825729969911378326","https://pbs.twimg.com/ext_tw_video_thumb/1825729825409216515/pu/img/0y3U4l_MJBrJX_1e.jpg","","en","Malaysia","7","13","142","https://x.com/richardker/status/1825729969911378326","19429259","richardker"
"1828350709395554649","Tue Aug 27 08:35:52 +0000 2024","2","Menteri PAN-RB sudah siapkan tahapan pemindahan. Mungkin September ini 1.700 orang yang pindah... https://t.co/Mm1j75xXRJ Pemerintah telah merampungkan sebagian infrastruktur di Ibu Kota Nusantara (IKN) Kalimantan Timur salah satunya tower hunian ASN dan Hankam.","1828350709395554649","","","in","Any where... ","0","0","1","https://x.com/maximilan_angel/status/1828350709395554649","1547089442359242753","maximilan_angel"
"1822167957327233518","Sat Aug 10 07:07:49 +0000 2024","820","Menko Polhukam : Istana IKN buatan anak bangsa istana di Jakarta peninggalan Kolonial https://t.co/7s4IJXVEHq","1822167957327233518","https://pbs.twimg.com/ext_tw_video_thumb/1822167898233716736/pu/img/OHpiKtisoVYp2vgW.jpg","","in","Jakarta Capital Region","257","1036","214","https://x.com/Mdy_Asmara1701/status/1822167957327233518","1334853481019056128","Mdy_Asmara1701"
"1822171041541566465","Sat Aug 10 07:20:05 +0000 2024","280","Sekilas ke dalam Ibu Kota Nusantara..... pusat pentadbiran baharu Indonesia..... Istana Garuda memang nampak hebat sangat.....tak boleh nafi... Ibu kota baharu Indonesia itu mencapai luas lebih 256 000 hektar atau sekitar empat kali ganda saiz kota Jakarta atau tiga kali ganda https://t.co/2BChyF3hsG","1822171041541566465","https://pbs.twimg.com/ext_tw_video_thumb/1822171005328011264/pu/img/0C8BlQjTO7DEHYqE.jpg","","in","Malaysia","3","19","105","https://x.com/mynewshub/status/1822171041541566465","289976069","mynewshub"
"1823374124183638496","Tue Aug 13 15:00:42 +0000 2024","1429","Pemerintah berkomitmen mendukung perkembangan sepak bola nasional dengan menyediakan fasilitas yang memadai untuk timnas di IKN. Saat ini beberapa fasilitas di Pusat Pelatihan PSSI sedang dipersiapkan. Dua setengah lapangan dengan spesifikasi berbeda sudah hampir rampung. https://t.co/f39juNCvby","1823374124183638496","https://pbs.twimg.com/media/GU3tGJNawAEjKJx.jpg","","in","Jakarta","179","395","206","https://x.com/jokowi/status/1823374124183638496","366987179","jokowi"
"1823214670012137535","Tue Aug 13 04:47:48 +0000 2024","813","@BosPurwa Istana Negara Jakarta &amp; Istana Bogor Betul Peninggalan Kolonial Belanda Tapi 2 Bangunan Itu Direbut dgn Pengorbanan Darah &amp; Nyawa Para Pahlawan Kalo Istana Kampret Nusantara (IKN) yg Tdk Urgen itu Anda Bangun Dgn Hutang &amp; Memeras Pajak Rakyat Jokowi Anda itu Dibayang2i Dosa https://t.co/XJhXmgckwd","1823219883813036496","https://pbs.twimg.com/media/GU1gyxlbsAAWlzJ.jpg","BosPurwa","in","","7","20","120","https://x.com/MamanPiyul/status/1823219883813036496","1750332370006507520","MamanPiyul"
"1823293615944376350","Tue Aug 13 09:40:47 +0000 2024","290"," De facto 12 agustus 2024 ibu kota kita adalah Nusantara Kalimantan ! #IndonesiaEmas2045 https://t.co/To4Ptcurtn","1823293615944376350","https://pbs.twimg.com/media/GU2j4UQbUAAYEkj.jpg","","in","DKI Jakarta, Indonesia","5","43","41","https://x.com/zy_zy_lestary/status/1823293615944376350","1530146266822258688","zy_zy_lestary"
"1822860687351468524","Mon Aug 12 05:00:29 +0000 2024","324","Presiden Joko Widodo belum siap mengalihkan ibu kota dari Jakarta ke IKN Penajam Paser Utara Kalimantan Timur. Jokowi mengatakan surat keputusan presiden (Keppres) pemindahan ibu kota harus melihat kesiapan di lapangan. #TempoHeadliner https://t.co/ZsK8Jyr9nY","1822860687351468524","https://pbs.twimg.com/media/GUwZvARaEAA2kph.jpg","","in","Indonesia","99","141","73","https://x.com/tempodotco/status/1822860687351468524","18129942","tempodotco"
"1822838030207775142","Mon Aug 12 03:30:27 +0000 2024","235","Hasil kerja Presiden Joko widodo selama 10 tahun berhasil membangun IKN Hasil kerja Anus baswedan 2017-2022 berhasil menjadikan Jakarta sebagai kota mesum kota dengan pengangguran terbesar kota dengan cuaca paling buruk kota paling rasis karena jumlah demonstran https://t.co/Q85dXEQYD6","1822838030207775142","https://pbs.twimg.com/ext_tw_video_thumb/1822838017217937408/pu/img/14bHLOTHbMMHlEb0.jpg","","in","","13","179","34","https://x.com/gustavssondhela/status/1822838030207775142","1737685275353247744","gustavssondhela"
"1818869522906194129","Thu Aug 01 04:41:01 +0000 2024","2384","Presiden Jokowi memboyong para pesohor ke Ibu Kota Nusantara (IKN). Mencoba memoles citra buruk IKN. Apa yang dilakukan Jokowi mengingatkan kembali pada dongeng Hans Christian Andersen tentang raja telanjang. #KoranTempo #editorial https://t.co/h09VcTngIq","1818869522906194129","https://pbs.twimg.com/media/GT3q680XUAEMQwx.jpg","","in","Indonesia","25","65","897","https://x.com/tempodotco/status/1818869522906194129","18129942","tempodotco"
"1823585788225052921","Wed Aug 14 05:01:47 +0000 2024","407","Polri berkomitmen akan terus mengawal kebijakan dan mendukung pembangunan di wilayah kawasan Ibu Kota Nusantara (IKN). Hal ini demi memastikan pembangunan dapat terlaksana tepat waktu demi mewujudkan Indonesia Emas 2045. #NusantaraUntukIndonesia Wujudkan Generasi Emas https://t.co/LoGapbucL1","1823585788225052921","https://pbs.twimg.com/media/GU6skjba4AAA1wA.jpg","","in","","9","331","255","https://x.com/DivHumas_Polri/status/1823585788225052921","138290629","DivHumas_Polri"
"1822862665443905866","Mon Aug 12 05:08:21 +0000 2024","431","Benarkah Ibu Kota Nusantara (IKN) untuk Rakyat? Dari Yusuf Azizi https://t.co/yEA4HAQgRq","1822862665443905866","https://pbs.twimg.com/ext_tw_video_thumb/1822862624033538049/pu/img/_bRHZVT3X3bSEvjv.jpg","","in","","19","39","290","https://x.com/taufik_q/status/1822862665443905866","175752154","taufik_q"
"1823297848554983928","Tue Aug 13 09:57:36 +0000 2024","377","Ibu Kota Nusantara (IKN) dirancang dengan delapan prinsip utama yang menjadi dasar pembangunan menuju sebuah Kota Dunia untuk Semua. Salah satu prinsip utamanya adalah mendesain sesuai dengan kondisi alam. #SinergiBangunNusantara https://t.co/MsS2CB9mmK","1823297848554983928","https://pbs.twimg.com/media/GU2nuxtagAADBGy.jpg","","in","Lampung, Indonesia","0","1","0","https://x.com/humaspoldalpg/status/1823297848554983928","843124411","humaspoldalpg"
"1819555337466425515","Sat Aug 03 02:06:12 +0000 2024","739","Hak Guna Usaha (HGU) di Ibu Kota Nusantara (IKN) sudah diobral sampai 190 tahun. Itu tujuh turunan saja masih lebih lama. Sekarang pemerintah obral-obral lahan lagi untuk menarik investasi asing. Tidak seharusnya pemerintah mengobral hak atas tanah pada investor asing. Saya https://t.co/jXTDYyKnNy","1819555337466425515","https://pbs.twimg.com/media/GUBb7hpb0AIIXQC.jpg","","in","Jakarta to the World","26","371","226","https://x.com/MardaniAliSera/status/1819555337466425515","122020937","MardaniAliSera"
"1821525177630605500","Thu Aug 08 12:33:39 +0000 2024","1867","Bila ada niat kalian mengejek istana Garuda di IKN kalian bukan cuma ejek @jokowi. tapi kalian mengejek senimannya... Nyoman Nuarta yang merupakan maestro seni patung lulusan dari Institut Teknologi Bandung (ITB). Beliau berhasil mengintegrasikan nilai-nilai luhur https://t.co/KVUCgAslCz","1821525177630605500","https://pbs.twimg.com/media/GUdbdsda4AEwbYs.jpg","","in","DKI Jakarta, Indonesia","146","784","192","https://x.com/zy_zy_lestary/status/1821525177630605500","1530146266822258688","zy_zy_lestary"
"1829506961974735212","Fri Aug 30 13:10:24 +0000 2024","17","Pemerintahan baru harus menghentikan pembangunan Ibu Kota Nusantara (IKN). Bisa jadi kota hantu di masa depan. Simak opini Majalah Tempo selengkapnya di link IG Story. Dukung jurnalisme independen Tempo dengan klik https://t.co/bCxlfdkG3p #MajalahTempo #tempo #opini #proyek https://t.co/xeAvyZj4Ic","1829506961974735212","https://pbs.twimg.com/media/GWO24YzWAAE_t5G.jpg","","in","","1","1","1","https://x.com/seolkangwoo/status/1829506961974735212","1500297861388734464","seolkangwoo"
"1822165742915035576","Sat Aug 10 06:59:01 +0000 2024","2934","Hari ini tercipta momen bersejarah. Untuk pertama kalinya bendera duplikat Sang Merah Putih dan teks proklamasi diarak dari Monas ke Ibu Kota Nusantara (IKN). Kirab ini adalah bagian dari peringatan HUT ke-79 Kemerdekaan RI. Berbagai elemen masyarakat terlibat termasuk 180 https://t.co/1dCGNgmwcZ","1822165742915035576","https://pbs.twimg.com/media/GUmiExrXgAAWtVq.jpg","","in","Jakarta","65","869","532","https://x.com/jokowi/status/1822165742915035576","366987179","jokowi"
"1821469181918998592","Thu Aug 08 08:51:08 +0000 2024","262","Istana Garuda Ibu Kota Negara (IKN) Nusantara dikritik warganet karena menyerupai kelelawar yang cenderung menimbulkan kesan suram. I Nyoman Nuarta adalah arsitek yang merancang desain Istana Garuda di IKN. #tempodotco #tempo #infografis #profil #arsitek #IKN #Nusantara https://t.co/A3YUNLmctb","1821469181918998592","https://pbs.twimg.com/media/GUcobtPbIAA3teu.jpg","","in","Indonesia","168","124","52","https://x.com/tempodotco/status/1821469181918998592","18129942","tempodotco"
"1826055456789573996","Wed Aug 21 00:35:22 +0000 2024","313","Pastinya bangga ya Sis N Bro kita bisa punya ibu kota yang bener-bener dibangun dari nol dari hati dan penuh tekad besar untuk masa depan Indonesia. IKN kelak menjadi simbol kebanggaan nasional yang mencerminkan identitas kekuatan dan kemajuan bangsa Indonesia.🇮🇩 UNTUK https://t.co/vo9gcVP16p","1826055456789573996","https://pbs.twimg.com/media/GVdzwPJbYAEbEqD.jpg","","in","Jakarta Capital Region","18","539","29","https://x.com/psi_id/status/1826055456789573996","3102442327","psi_id"
"1824752359161168307","Sat Aug 17 10:17:19 +0000 2024","280","インドネシアがジャカルタからヌサンタラに首都移転したそう。 日本も地震や台風や火山活動が活発で、特に関東大震災は確実に来ることがわかってるんだから、何でもかんでも東京一極集中は良くないよね。 国内で特に災害に強い地域を精査して、首都機能をある程度移転したほうが良いと思うんだけどね","1824752359161168307","","","ja","座敷牢","13","33","73","https://x.com/Hikikomori_/status/1824752359161168307","62193722","Hikikomori_"
"1826237417931849854","Wed Aug 21 12:38:24 +0000 2024","45342","tujuan ibu kota pindah ke IKN ni biar pada susah di-demo kali ya?","1826237417931849854","","","in","","884","1040","5513","https://x.com/txtdrjkt/status/1826237417931849854","1252667805947723776","txtdrjkt"
"1826988544910651705","Fri Aug 23 14:23:07 +0000 2024","763","Kemarin bilang IKN dlm 2 bulan akan spt Jakarta berarti mengakui bhw Jakarta sbg Role Model Pembangunan. Sekarang bilang Jakarta gak boleh kayak Jakarta sebelumnya. Ari Akang jalmi atawa keresek ? https://t.co/lKFoJzdeJe","1826988544910651705","https://pbs.twimg.com/media/GVrEZiZbgAA7WY1.jpg","","in","Cengkareng, Indonesia","34","332","341","https://x.com/NenkMonica/status/1826988544910651705","1040306964100669440","NenkMonica"
"1819687426417442986","Sat Aug 03 10:51:05 +0000 2024","246","https://t.co/y25plz2COP Jokowi gagal memaksakan bandara IKN bisa digunakan untuk hadirkan para peserta upacara 17 Agustus dari Jakarta. Menteri PUPR Basuki Hadimulyo menyerah gak bisa ikuti kemauan dan ambisi Jokowi untuk yang satu ini. Memang tidak semua hal bisa terpenuhi https://t.co/5qAxzQVlKu","1819687426417442986","https://pbs.twimg.com/media/GUDTqSXacAAZlfs.jpg","","in","Kota Surabaya, Jawa Timur. ","11","73","62","https://x.com/henrysubiakto/status/1819687426417442986","201554665","henrysubiakto"
"1829657079231156465","Fri Aug 30 23:06:55 +0000 2024","14","Otorita Ibu Kota Nusantara (IKN) menyiapkan 60 Aparatur Sipil Negara (ASN) membagikan pengalaman kerja dan pengalaman hidup selama di Nusantara agar ASN lain yang akan tinggal di IKN tidak memiliki keraguan. *** KKN Undip Diponegoro Kaskus Pertalite Jay Idzes Shella Thailand https://t.co/xlSZPrzGpc","1829657079231156465","https://pbs.twimg.com/media/GWQ_asAbAAAyqeo.jpg","","in","Indonesia","2","2","12","https://x.com/_Rajawalinews/status/1829657079231156465","1272953532535062529","_Rajawalinews"
"1824808799909392754","Sat Aug 17 14:01:35 +0000 2024","3548","Stlh ambisi Jokowi upacara di IKN selesai apa hasilnya ? 1) habiskan anggaran Rp 72 trilyun 2) habiskan anggaran upacara Rp 83 milyar 3) gedung garuda hitam menunduk 4) gelar Istana Negara Jakarta dan Bogor kolonial 5) gelar Jakarta sbg kota Feodal Tapi kok msh pulang ? https://t.co/cTf2ECcwvV","1824808799909392754","https://pbs.twimg.com/media/GVMF7scaQAAUfEZ.jpg","","in","","30","245","1220","https://x.com/msaid_didu/status/1824808799909392754","1117990249806721024","msaid_didu"
"1826782612696039773","Fri Aug 23 00:44:49 +0000 2024","25699","Jakarta streets have long been used to contest &amp; challenge state power: 74 98 2012 24. The symbolic &amp; political impact of demonstrations including yesterday will be greatly diminished however once national government moves to Nusantara a city designed by/for the powerful https://t.co/6bwdP8eE1B","1826782612696039773","https://pbs.twimg.com/media/GVoHBKwbgAAUyDy.jpg","","en","Fremantle, Perth (WA)","174","75","9548","https://x.com/iwilson69/status/1826782612696039773","2606795418","iwilson69"
"1826570186331488607","Thu Aug 22 10:40:43 +0000 2024","1946","Actually the ikn istana negara is a perfect encapsulation of today's indonesia. It's tacky doesn't reflect the will of the people and poorly made due to corruption and nepotism. Also the negative space makes it look like a butt pooping where the president is supposed to be. https://t.co/7iJXCq53Re","1826570186331488607","https://pbs.twimg.com/media/GVlH5pnbgAITqf0.jpg","","en","","57","11","667","https://x.com/airgita/status/1826570186331488607","165457820","airgita"
"1823396203234820171","Tue Aug 13 16:28:26 +0000 2024","1459","Hari ini saya mengukuhkan 76 pelajar menjadi anggota Pasukan Pengibar Bendera Pusaka (Paskibraka) Tahun 2024 di Istana Negara Ibu Kota Nusantara (IKN). 76 pelajar dari 38 provinsi ini akan bertugas mengibarkan Bendera Sang Merah Putih untuk pertama kalinya di ibu kota baru. https://t.co/iAAml8PGUZ","1823396203234820171","https://pbs.twimg.com/media/GU4BLm-a0AAeGPr.jpg","","in","Jakarta","33","480","290","https://x.com/jokowi/status/1823396203234820171","366987179","jokowi"
"1823243708265033788","Tue Aug 13 06:22:28 +0000 2024","777","Istana Jakarta Bau-bau Kolonial kalau Pribahasa Sunda DIPOYOK DILEBOK sbb hampir 10 thn dia di sana. Istana di IKN Bau-bau Kroniisme dan Koncoisme. Kolonial mewariskan Istana yg bebas dr Utang. IKN mewariskan Utang yg akan ditanggung oleh Bangsa Indonesia ratusan tahun https://t.co/zW4KCwTPT3","1823243708265033788","https://pbs.twimg.com/ext_tw_video_thumb/1823243445357678592/pu/img/4ydxvOX0k6TPTc9C.jpg","","in","Cengkareng, Indonesia","40","435","315","https://x.com/NenkMonica/status/1823243708265033788","1040306964100669440","NenkMonica"
"1824461291899195498","Fri Aug 16 15:00:43 +0000 2024","2584","Saya berangkat ke Kalimantan Timur untuk memimpin Apel Kehormatan dan Renungan Suci di IKN malam ini. Bersama Ibu Iriana Joko Widodo Panglima TNI Kapolri dan menteri terkait kegiatan ini akan dilaksanakan di Taman Kusuma Bangsa. Esok harinya kami akan menghadiri Upacara https://t.co/YwO5CvRhpo","1824461291899195498","https://pbs.twimg.com/media/GVHJ2-WaEAA-ao_.jpg","","in","Jakarta","41","407","273","https://x.com/jokowi/status/1824461291899195498","366987179","jokowi"
"1824817488351424907","Sat Aug 17 14:36:07 +0000 2024","1853","Penurunan Bendera Sang Merah Putih di Istana Negara IKN dan Istana Merdeka Jakarta menutup rangkaian Peringatan Hari Kemerdekaan ke-79 RI. Upacara berlangsung lancar di kedua lokasi dan saya yakin semangat kemerdekaan terasa di seluruh pelosok negeri. Merdeka! *** Foto: Muchlis https://t.co/aDRWTYLLoh","1824817488351424907","https://pbs.twimg.com/media/GVMNyQjbMAAfl8a.jpg","","in","Jakarta","14","247","268","https://x.com/jokowi/status/1824817488351424907","366987179","jokowi"
"1825052512766062880","Sun Aug 18 06:10:01 +0000 2024","3493","Ada Bung Karno dan Bung Hatta di IKN Ini Taman Kusuma Bangsa yang dibangun sebagai bentuk penghormatan atas perjuangan panjang para pahlawan kemerdekaan 🇮🇩 Bukan hanya memorial park taman ini juga difungsikan sebagai ruang publik dan monumen. Selain monumen https://t.co/0npPeMFAQd","1825052512766062880","https://pbs.twimg.com/media/GVPdpLUagAAGCgz.jpg","","in","","152","368","299","https://x.com/puanmaharani_ri/status/1825052512766062880","1410866743271051267","puanmaharani_ri"
"1824764880114815402","Sat Aug 17 11:07:04 +0000 2024","3976"," Nusantara Baru Indonesia Maju menandai awal tiga transisi besar Indonesia: penyambutan ibu kota baru pergantian kepemimpinan dan persiapan menuju Indonesia Emas 2045. Hari ini untuk pertama kalinya dalam sejarah Upacara Peringatan Detik-Detik Proklamasi dalam rangka HUT https://t.co/BpUvajBTwT","1824764880114815402","https://pbs.twimg.com/media/GVLd-r4a0AAEzZy.jpg","","in","Jakarta","73","466","610","https://x.com/jokowi/status/1824764880114815402","366987179","jokowi"
"1818870117620760810","Thu Aug 01 04:43:23 +0000 2024","261","Presiden Jokowi memboyong para pesohor ke Ibu Kota Nusantara (IKN). Mencoba memoles citra buruk IKN. Apa yang dilakukan Jokowi mengingatkan kembali pada dongeng Hans Christian Andersen tentang raja telanjang. #KoranTempo #Editorial https://t.co/q3i3YlSM7Z","1818870117620760810","https://pbs.twimg.com/media/GT3sYRHbwAE-q-u.jpg","","in","Indonesia","2","10","168","https://x.com/korantempo/status/1818870117620760810","20963426","korantempo"
"1823281127039398172","Tue Aug 13 08:51:10 +0000 2024","399","Kakorlantas Polri Irjen Pol. Dr. Drs. Aan Suhanan https://t.co/4DihjLHgDu. melakukan pengecekan kesiapan personel dan kendaraan dalam rangka pengamanan menjelang perayaan HUT Ke-79 Republik Indonesia di Ibu Kota Nusantara (IKN) Kalimantan Timur. Sebanyak 898 personel akan https://t.co/fF98jTFjpG","1823281127039398172","https://pbs.twimg.com/ext_tw_video_thumb/1823280900769251328/pu/img/juo67WJR3Vvj55-U.jpg","","in","","7","353","278","https://x.com/DivHumas_Polri/status/1823281127039398172","138290629","DivHumas_Polri"
"1822999607389163754","Mon Aug 12 14:12:30 +0000 2024","1510","Hari ini saya meresmikan Taman Kusuma Bangsa di IKN sebagai penghormatan kepada para pahlawan terutama Bung Karno dan Bung Hatta. Taman ini adalah bagian penting dari kawasan beranda Nusantara yang dilengkapi dengan sayap pelindung dan tiang bendera. Tiang bendera setinggi 79 https://t.co/7Akbtg8lXJ","1822999607389163754","https://pbs.twimg.com/media/GUyYXgnbAAAvSR3.jpg","","in","Jakarta","22","140","274","https://x.com/jokowi/status/1822999607389163754","366987179","jokowi"
"1828292810132639776","Tue Aug 27 04:45:48 +0000 2024","0","Uji coba landasan pacu Bandara Ibu Kota Negara IKN Nusantara dilakukan Kementerian Perhubungan pada Minggu 25 Agustus 2024. Uji coba lepas landas dan pendaratan yang dilakukan menggunakan Pesawat Kalibrasi jenis King Air Tipe 200 PK CAO. Uji coba itu berjalan mulus dan lancar. https://t.co/ttLIEXvrL0","1828292810132639776","https://pbs.twimg.com/ext_tw_video_thumb/1828291420102500353/pu/img/fbJZttY2eXA57hzI.jpg","","in","","3","0","0","https://x.com/sinpotv/status/1828292810132639776","1012174601055449088","sinpotv"
