full_text,label,sentiment_score
perintah tegas kualitas hidup warga ibu kota nusantara ikn kota cerdas bas teknoandagi digital bakal tingkat,netral,0.0
bulan depan presiden jokowi mulai ngantor ibu kota nusantara ikn ini pasti bandara semua infrastruktur ikn operasi baik,netral,0.0
apresiasi investasi pt intiland bangun proyek besar grand whiz nusantara nusantara quarter royale nusantara golf resort amp residence groundbreaking rupa langkah penting kembang ikn pusat perintah baru indonesia,positif,0.4588
sbnrnya jkw puyengin paling bikin jkw overthinking tu proyek ikn sih takut mangkrak ni proyek ga sembarang makanya jkw sering ngingetin beberapa sempat gagal beberapa nusantara bangun ibukota baru kaanda baca sbgi atensi jkw,netral,0.0
sejak uu ikn sahkan harus jadi pindah ibu kota pusat perintah jokowi kantor sana hal tidak jadi dia jadi ikn bagai tempat wisata foya serta infandaencer hambur uang,netral,0.0
ikn lihat megah upacara agustus keren istana baru bebas bau koandanial ayo siapa minat hijrah ikn kata ibu kota baru hidup lebih layak lapang kerja banyak ekonomi tumbuh ayo pindah,netral,0.0
fix padaip presiden ke5 rimegawati soekarnoputritidak hadir upacaraperingatan ulang tahun merdeka ke79 republik indonesia ibu kota nusantaraikn 17 agustus 2024 megawati pimpin upacara sekolah partai padaip lenteng agung,netral,0.0
ibukota konon letak namun orang2 akan upacara merdeka sana datang rakyat andakasi larang tonton upacara langsung hanya via streaming media rakyat beandam dapat merdeka hari merdeka,netral,0.0
presiden joko widodo jokowi batal pindah ibu kota nusantara ikn september 2024 alas utama jokowi beandam pindah ikn karena beandam bangun fasilitas penting salah satu bandara,negatif,-0.2732
hari saya tinjau modul huni asn rancang modern bas teknoandagi bagi konsep smart city ibu kota baru huni akan dikeandala melaandai platform digital hasil kerja sama menteri pupr bank nusantara indonesia huni,positif,0.4019
cuma ngingetin istana garuda sana jangan habis ramerame habisin duit puandahan miliar trus tinggal ayuk rapat2 pindah istana karya anak bangsa masak betah istana koandanial,netral,0.0
kalau istana ikn bau apa pak ikn sendiri kental aroma penting oligarki bukan proyek mercusuar kerja terburuburu minggir masyarakat adat masyarakat andakal abai lestari lingkung hidup,netral,0.0
orang betul2 buta atur nyaris tak tahu apa2 nyata mas tinggal baca uu ikn pasal jelas jakarta ibukota nusantara keandaar keppres pindah ibu kota pasal 63 ampun dah,netral,0.0
sahabat sehat ikut rangkum giat dukung fasilitas sehat ibu kota nusantara republik indonesia salam sehat,netral,0.0
upacara ingat merdeka republik indonesia ke79 17 agustus 2024 selenggara ibu kota nusantara makin tegas kesiap perintah kait pindah ibu kota nusantara,netral,0.0
begitu mahal biaya harus tanggung rakyat untuk show orang kepala nusantara,netral,0.0
ibu kota nusantara ikn kalimantan timur kini punya hotel bintang lima pertama sendiriisstel nusantara hotel buka tepat hari ulang tahun indonesia 17 agustus 2024 andakasinya dekat istana presiden distrik perintah,netral,0.0
amp the ikn smart city has to be the national energy definition uu no 30 2007 ttg energi that are your strategic planners note ikn ibu kota nusantara is the new capital city of indonesia,positif,0.3818
ikn pasuk babak baru sejarah indonesia gelar upacara pertama ibu kota baru nusantara ikn rupa wujud ubah adab indonesia hadir konsep pembangunanan indonesiasentris kkn undip diponegoro kaskus pertalite jay idzes shella thailand,netral,0.0
hari minggu 268 uji coba landas pacu runway bandara ibu kota nusantara hasil laku uji coba laku menteri pupr basuki hadimuljono amp menteri hubung budi karya sumadi,netral,0.0
bandara apt pranoto dukung raya hari ulang tahun ri ke79 ibu kota nusantara lantas apa aja sih peran bandara sukses upacara merdeka selenggara pertama kali ibu kota nusantara yuk simak video sobat,netral,0.0
revisi upacara nusantara naik bendera 1782024 andakasi beandam resmi jadi ibukota nusantara beandam keppresnya jakarta ibukota nusantara resmi njur biaya boros seremoni rp 87 miliar buat apa,netral,0.0
7 agustus 2024 laanda pak menko tiba ikn ujar 79,netral,0.0
pratikno aku raya hari ulang tahun ri ke79 ikn jakarta bikin anggar bengkak,netral,0.0
rebut posisi jakarta 1 gokils tiji tibeh heboh padahal sebentar kota bukan ibukota nusantara mau you know who mbok rebut ikn 1 gitu btahu istana kog tinggal habis pestapora 87 miliar kasihan lho,netral,0.0
ikn beandam jadi ibukota resmi jakarta bukan ibukota prabowo lantik mana turut atur lantik presiden laku ibukota nusantara nyolek ngarep cerah mba bang bang,netral,0.0
perintah mungkin ira pindah ibu kota kaltim kecil dampak aksi demonstrasi masa datang jangan salah kalimantan beringas bahkan lebih ganas aksi pernah di jakarta,netral,0.0
rk pakai baju betawi ikn tunjuk kesiap maju jakarta,netral,0.0
sejarah dunia tahun 2024 ibu kota nusantara republik indonesia pindah jakarta ibu kota nusantara kalimantan timur akibat sebar bau ketek erina,netral,0.0
happy kaanda happy ada tanya 1 ikn gedung cakar langit sentra hibur semua bangun sekarang 2 bikin ikn butuh rp 71 trilyun lho ga langsung pakai buat bikin rel transportasi kota just a food for our minds,positif,0.8126
jokowi singgung istana jakartabogor ikn bau koandanial rasa tiap hari,netral,0.0
tak undang ikn sultan kuta upacara kantor bupati sama masyarakat tenggarong,netral,0.0
jakarta bukan ibukota eh maju nyagub ktapi bandung ora jelas,netral,0.0
2035,netral,0.0
lbp rasa bangga raya hari ulang tahun ri ikn karya sendiri tidak tempat waris koandanial alas hanya jadi bahan oandakoandak memang pindah ibukota meandanjakan tumbuh ekonomi entas miskin memakamurkanmensejahterakan rakyat,negatif,-0.2732
udah abisin ratus triliun buat bikin kota kata buat semua rakyat indonesia abisin ratus juta buat giat upacara sana dan sekarang emang bego bolehin warga ikut easiest political win ever buat ikn and they still fuck it up,positif,0.4767
hubung ikn jauh kata rampung amp fungsional pasti masih sulit kalau sekarang hingga ini ikn beandam resmi ibu kota nusantara,netral,0.0
siapa sih milih desain istana nusantara ikn kaya markas villain nya power ranger gin padahal desain istana one piece bagus amp cocok buat ikn,negatif,-0.5574
maulia permata putri sempat latih jadi bawa baki upacara ikn ganti beberapa jam jelang mulai,netral,0.0
ibu kota nusantara tunjuk besar bangsa indonesia cermin identitas bangsa 12,netral,0.0
pt bina karya persero meandancurkannusantara andagistics hub amp servicesdi kawasan ibu kota nusantara ikn nusantara,netral,0.0
indahanyaa sekali ibu kota nusantara istana nusantara ikn wow andaar biasa langit malam hari sangat bagus,positif,0.5859
peran penting pembangunanan ibu kota nusantara ikn dukung infrastruktur andagistik investasi wilayah sebut,netral,0.0
jelang upacara ingat hari merdeka ri ke79 17 agustus ibu kota nusantara ikn pertamina gas nusantara pgn selaku subholding gas pertamina pasti gas bumi alir siap guna,netral,0.0
presiden joko widodo jokowi rencana kantor ibu kota nusantara ikn bulan september 2024 jokowi ungkap saat diri lihat kondisi lapang kait kesiap infrastruktur ada lihat kondisi lapang memang,netral,0.0
peran penting pembangunanan ibu kota nusantara ikn dukung insfrastruktur andagistik investasi wilayah sebut,netral,0.0
mou tanda awal kerja sama strategis kembang potensi investasi sektor didik utama wilayah ibu kota nusantara ikn,netral,0.0
ppu personil satu tugas operasi nusantara mahakam polda kaltim laksana patroli kamtibmas intensif aman beberapa titik penting kawasan ibu kota nusantara ikn,netral,0.0
presiden joko widodo kabar pindah ibu kota nusantara awal bulan september plt kepala otorita ikn basuki hadimuljono nyata kantor presiden tempat tinggal presiden istana nusantara siap guna,netral,0.0
jelang upacara ingat hari merdeka ri ke79 17 agustus ibu kota nusantara ikn pertamina gas nusantara pgn pasti gas bumi alir siap guna,netral,0.0
kontribusi posind pembangunanan ibu kota nusantara ikn,netral,0.0
foto sama ibu kota nusantara ikn murid sisendiriasisendirii libur hari 17 agustus ikn sekolah sma negeri 1 andaa anda kuta kartanusantara di kalimantan timur,netral,0.0
puan kemudian beber 6 rancang undangundang rampung bahas sama perintah telah sah jadi undangundang enam uu sebut lain 1 undangundang ubah atas undangundang nomor 3 tahun 2022 ibu kota nusantara ikn 2,netral,0.0
pt wijaya karya bangunanan gedung tbk wege incar proyek baru ibu kota nusantara ikn beberapa proyek sedang kerja wege ikn segera operasi lengkap,netral,0.0
ikut provinsi indonesia serta ibu kota,netral,0.0
jokowi tunggu bandara vvip selesai baru ngantor ikn,netral,0.0
cek fakta tidak benar mulai 17 agustus 2024 ikn resmi jadi ibu kota,netral,0.0
pembangunanan ibu kota nusantara ikn libat peran banyakstakeholder masuk pt pos indonesia persero,netral,0.0
pembangunanan rumah sakit vertikal rsv ibu kota nusantara ikn capai 72 4 begini tampak bangunanannya ini gtgt foto andramatin,netral,0.0
haanda dukung pembangunanan ibu kota nusantara ikn menteri atr bpn tetap 24 paket ada tanah infrastruktur ikn laanda apa dan jauh mana progres ada tanah ikn simak lengkap video ikut sob,negatif,-0.25
jokowi kantor di ikn september akses masuk ibu kota baru tutup,netral,0.0
provinsi kalimantan timur kaltim terus kuat siap sambut pindah ibu kota nusantara ikn gelar focus group discussion fgd tajuk peran siap daerah provinsi kaltim proses pindah ibu kota nusantara,netral,0.0
electrizen pln siaga 18 unit stasiun isi kendara listrik umum spkalauu dukung guna kendara listrik ingat hari ulang tahun ke79 republik indonesia ibu kota nusantara ikn nusantara,netral,0.0
infografis skenario pindah asn pandas minus tinggal ikn nusantara,netral,0.0
proyek waskita karya ibu kota nusantara kali informasi proyek gedung menteri koordinator 3 amp 4 kemarin fungsi holding room tamu vip juga crew laksana upacara hari ulang tahun ke79 ri ikn,positif,0.5106
ikn bagaimana rasa hidup sekitar mewah megaproyek ibu kota nusantara,netral,0.0
wow megahanyaa ikn ibu kota nusantara ibukota indonesia baru buat anak asli nkri sungguh bangga kami rakyat rasa merdeka milik ibukota megah tangguh ideoandagi pancasila lambang burung garuda,positif,0.5859
hari mau sharing putar proyek waskita karya ibu kota nusantara proyek gedung menteri koordinator 3 amp 4 fungsi holding room tamu vip juga crew laksana upacara hari ulang tahun ke79 ri ikn,positif,0.7269
lagi kerja dari fotofoto bingkai warna fotogrid wallpaper gambar dari ibu kota nusantara ikn sangat indah tanggal rabu 28 agustus 2024,netral,0.0
menteri kerja umum rumah rakyat pupr sama menteri hubung tri hubung laku uji coba landas pacu bandara ibu kota nusantara ikn guna pesawat kalibrasi jenis king air tipe 200 pk cao,netral,0.0
ibu kota nusantara siap jadi kota modern,netral,0.0
menteri hubung tri hubung budi karya sumadi aku bandara ibu kota nusantara ikn kalimantan timur siap darat pesawat masuk pesawat presiden ri awal september 2024,netral,0.0
menteri pupr basuki hadimuljono aju tambah anggar pembangunanan ibu kota nusantara ikn rp20 32 triliun ini pupr baru mengaandakasikan anggar rp4 19 triliun,netral,0.0
pt pembangunanan rumah persero tbk ptapip lapor maju signifikan jumlah proyek strategis sedang langsung ibu kota nusantara ikn,netral,0.0
ikn tantang peandaang pusat perintah masa depan indonesia,netral,0.0
jadwal shalat hari tanggal 30 agustus 2024 ibu kota nusantara ikn sekitar toandang simak jadwal shalat wilayah ikn kalimantan timur sekitar rangkum laman bimas menteri agama kemenag,netral,0.0
menteri basuki sebut proyek ikn wujud program perata pembangunanan,netral,0.0
tidak desain ikn ibu kota nusantara provinsi kalimantan timur ini 7 karya kenal nyoman nuarta,netral,0.0
rk ibu kota nusantara jakarta butuh imajinasi definisi baru,netral,0.0
atrbpn haanda dukung pembangunanan ibu kota nusantara ikn menteri atr bpn tetap 24 paket ada tanah infrastruktur ikn laanda apa dan jauh mana progres ada tanah ikn,netral,0.0
haanda kab bantul atrbpn dukung pembangunanan ibu kota nusantara ikn menteri atr bpn tetap 24 paket ada tanah infrastruktur ikn simak lengkap video ikut sob,negatif,-0.25
ribu gedung sebar jakarta ini hadap tantang baru iring pindah pusat perintah ibu kota nusantara ikn,netral,0.0
jokowi pindah kantor ikn mulai september istana bilang gin presiden joko widodo jokowi wacana bakal pindah kantor ibu kota nusantara ikn mulai bulan september 2024 datang,netral,0.0
antusiasme abdi ibu kota nusantara ikn sangat tinggi tag ji chang wook shella ritsuki,netral,0.0
pon acehsumut jadi ajang debut jumlah atlet wilayah baru indonesia atlet ibu kota nusantara salah satu,netral,0.0
jokowi pindah kantor ikn tepat janji bukan hindar demo langkah untuk tunjuk komitmen pembangunanan ibu kota nusantara,netral,0.0
dito ariotedjo kata fasilitas pusat latih training center sepak bola ibu kota nusantara ikn mulai manfaat latih september,netral,0.0
ridwan kamilsusendiriono siap 70 gagas warga jakarta salah satu gagas bahas kena kesiap jakarta hadap pindah ibu kota nusantara ikn nyata pihak pikir soandasi gedunggedung tinggal tetap,netral,0.0
jokowi bakal kantor ikn mulai september bukti nyata infrastruktur ikn siap waktu bukti ibu kota nusantara bukan cuma proyek impi pagi sule undip airin pramono,netral,0.0
jokowi bakal kantor ikn mulai september bukti nyata infrastruktur ikn siap waktu bukti ibu kota nusantara bukan cuma proyek impi,netral,0.0
kota masa depan generasi muda harap talentatalenta pindah ibu kota nusantara ikn utama rupa digital expert mampu operasi kota ikn,netral,0.0
repost atrbpn haanda dukung pembangunanan ibu kota nusantara ikn menteri atr bpn tetap 24 paket ada tanah infrastruktur ikn laanda apa dan jauh mana progres ada tanah ikn,netral,0.0
lepas dr andakasi ikn kaltim sebenernya gemes ama design istana nusantara uang pajak habis bangunanan2 ga penting mesti buat simple efektif efisien sesuai untuk ergonomis ramah lingkung tapi gimana 1 orang ambis,netral,0.0
ikn buat perata pembangunanan they said and this is how they treat warga andakal ikn ikn perata pembangunanan ikn istana elite,positif,0.4019
kota cara resmi sudah titel ibu kota iring berpindahanyaa status sebut nusantara ada pulau kalimantan,netral,0.0
ridwan kamil pasti upacara ingat hari merdeka indonesia 17 agustus 2024 pasti bakal langsung ibu kota nusantara agustus 2024 pembangunanan tahap 1 ikn nusantara target selesai liverpool onana coach justin kaesang wangi nunez,netral,0.0
pembangunanan ibu kota nusantara ikn kalimantan timur sesuai rencana program wujud net zero emision 2045 konsep hijau ikn bantu turun emisi karbon indonesia liverpool onana coach justin kaesang wangi nunez,netral,0.0
pindah asn ibu kota nusantara ikn laku tahap mulai tahun hingga 2029 melaandai tiga prioritas total jumlah asn pindah ikn tahap sebut banyak 32937 pegawai chika mampus pada p chelsea ratu tisha heerenveen prily,netral,0.0
ikn nusantara pindah ibu kota nusantara beri dampak kurang emisi karbon kalimantan timur banyak 18 persen cara tidak langsung ubah struktur ekonomi wilayah sebut towel adu pinalti what a game kelly arkhan uzbek el kalauemer,netral,0.0
korea selatan korsel hibah satu unit instalasi olah air ipa water treatment plant ibu kota nusantara ikn nusantara,netral,0.0
pindah ibu kota indonesia ibu kota nusantara ikn tidak untuk pindah fisik pusat perintah juga bangun kota pintar smart city,positif,0.4019
otorita ibu kota nusantara oikn sebut desa wilayah camat paku kabupaten najam paser utara kalimantan timur ubah status jadi kota pasal desadesa masuk kawasan ikn nusantara,netral,0.0
presiden jokowi tunjuk menteri koordinator bidang maritim investasi menko marves andahari ulang tahun binsar pandjaitan koordinator investasi apple bangun smart city ibu kota nusantara ikn,positif,0.4019
pindah pusat perintah ibu kota nusantara ikn najam paser utara provinsi kalimantan timur nilai tak pindah andakasi perangkat jadi simbol andampatan transformasi bangsa indonesa jadi lebih maju,netral,0.0
